Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpend,Family_Size,Customer_Tenure_Days,Log_TotalSpend,Accepted_Total,Cluster_KMeans,Cluster_Hier,Cluster_DBSCAN,Cluster_GMM,Cluster_KMeans_Label
Master,Married,83151.0,0.0,0.0,2013-02-10,80.0,968.0,147.0,842.0,137.0,42.0,210.0,1.0,5.0,7.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,1,53.0,2346.0,1.0,4707.0,7.760893195851024,3.0,0,1,-1,1,High Value
Graduation,Married,52531.0,0.0,0.0,2012-12-30,68.0,283.0,112.0,151.0,51.0,72.0,125.0,2.0,7.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,794.0,1.0,4749.0,6.678342114654332,0.0,0,1,-1,1,High Value
Graduation,Married,15759.0,0.0,0.0,2013-09-05,12.0,1.0,2.0,5.0,6.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,17.0,1.0,4500.0,2.8903717578961645,0.0,1,1,-1,0,Low Value
Graduation,Single,22804.0,1.0,0.0,2013-07-31,75.0,14.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,26.0,2.0,4536.0,3.295836866004329,0.0,1,0,-1,0,Low Value
2n Cycle,Married,43050.0,1.0,0.0,2014-03-18,10.0,30.0,5.0,24.0,6.0,3.0,8.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,76.0,2.0,4306.0,4.343805421853684,0.0,1,0,-1,0,Low Value
PhD,Single,42997.0,1.0,1.0,2013-12-07,91.0,4.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,15.0,3.0,4407.0,2.772588722239781,0.0,1,0,-1,0,Low Value
PhD,Single,48918.0,1.0,1.0,2014-04-12,21.0,52.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,62.0,3.0,4281.0,4.143134726391533,0.0,1,0,-1,0,Low Value
Master,Together,60033.0,0.0,1.0,2014-03-29,28.0,62.0,1.0,57.0,19.0,11.0,48.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,71.0,198.0,2.0,4295.0,5.293304824724492,0.0,1,1,-1,0,Low Value
PhD,Together,34043.0,1.0,0.0,2013-10-25,97.0,20.0,2.0,14.0,3.0,0.0,10.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,49.0,2.0,4450.0,3.912023005428146,0.0,1,0,-1,0,Low Value
Graduation,Together,57811.0,0.0,1.0,2013-06-24,49.0,545.0,7.0,114.0,37.0,21.0,78.0,5.0,7.0,2.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,59.0,802.0,2.0,4573.0,6.688354713946762,1.0,0,1,-1,1,High Value
Graduation,Married,78569.0,0.0,0.0,2014-02-19,14.0,558.0,79.0,622.0,207.0,175.0,95.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1,79.0,1736.0,1.0,4333.0,7.459914766241105,1.0,0,1,-1,1,High Value
Graduation,Single,7500.0,1.0,1.0,2012-12-27,5.0,6.0,5.0,4.0,13.0,4.0,25.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,57.0,3.0,4752.0,4.060443010546419,0.0,1,0,-1,0,Low Value
Master,Together,157733.0,1.0,0.0,2013-06-04,37.0,39.0,1.0,9.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,59.0,2.0,4593.0,4.0943445622221,0.0,0,1,-1,1,High Value
Graduation,Together,94384.0,0.0,0.0,2013-03-04,62.0,1111.0,24.0,790.0,160.0,45.0,172.0,0.0,5.0,8.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,1,72.0,2302.0,1.0,4685.0,7.741967899820685,3.0,0,1,-1,1,High Value
2n Cycle,Married,23148.0,0.0,0.0,2014-02-18,83.0,4.0,6.0,8.0,6.0,3.0,10.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,40.0,37.0,1.0,4334.0,3.6375861597263857,0.0,1,0,-1,0,Low Value
Graduation,Divorced,44267.0,1.0,1.0,2013-02-25,48.0,183.0,5.0,65.0,3.0,5.0,49.0,5.0,5.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,55.0,310.0,3.0,4692.0,5.739792912179234,0.0,1,0,-1,0,Low Value
Graduation,Married,71626.0,0.0,0.0,2012-11-01,94.0,546.0,72.0,376.0,94.0,145.0,72.0,1.0,5.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,46.0,1305.0,1.0,4808.0,7.174724309836376,1.0,0,1,-1,1,High Value
Graduation,Together,60894.0,0.0,1.0,2013-06-28,61.0,606.0,7.0,155.0,10.0,0.0,54.0,5.0,10.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,59.0,832.0,2.0,4569.0,6.725033642166843,0.0,0,1,-1,1,High Value
Graduation,Together,50200.0,1.0,1.0,2013-04-03,70.0,266.0,6.0,51.0,8.0,6.0,64.0,6.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,401.0,3.0,4655.0,5.996452088619021,0.0,1,0,-1,0,Low Value
PhD,Married,81051.0,0.0,0.0,2014-05-23,43.0,1142.0,29.0,249.0,38.0,29.0,14.0,1.0,5.0,5.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0,60.0,1501.0,1.0,4240.0,7.31455283232408,2.0,0,1,-1,1,High Value
Graduation,Married,65169.0,0.0,0.0,2014-01-14,23.0,1074.0,0.0,69.0,0.0,0.0,46.0,1.0,10.0,4.0,13.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,11.0,1,43.0,1189.0,1.0,4369.0,7.081708586105575,4.0,0,1,-1,1,High Value
Graduation,Together,59868.0,0.0,1.0,2013-07-22,37.0,771.0,51.0,154.0,54.0,10.0,154.0,7.0,11.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,1194.0,2.0,4545.0,7.085901464365611,0.0,0,1,-1,1,High Value
PhD,Married,65695.0,0.0,1.0,2014-01-31,50.0,371.0,32.0,189.0,0.0,58.0,6.0,2.0,5.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,656.0,2.0,4352.0,6.48768401848461,0.0,0,1,-1,1,High Value
Master,Single,64857.0,0.0,0.0,2012-11-23,78.0,556.0,14.0,717.0,210.0,0.0,43.0,1.0,7.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,1540.0,1.0,4786.0,7.340186835320115,0.0,0,1,-1,1,High Value
Master,Together,45143.0,0.0,1.0,2013-08-26,74.0,202.0,5.0,74.0,11.0,5.0,14.0,3.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,311.0,2.0,4510.0,5.7430031878094825,0.0,1,1,-1,0,Low Value
2n Cycle,Together,74805.0,0.0,1.0,2013-11-06,14.0,209.0,162.0,209.0,41.0,162.0,37.0,5.0,4.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,70.0,820.0,2.0,4438.0,6.710523109452428,0.0,0,1,-1,1,High Value
2n Cycle,Married,59060.0,1.0,0.0,2014-01-11,77.0,35.0,40.0,111.0,36.0,40.0,12.0,3.0,3.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,36.0,274.0,2.0,4372.0,5.616771097666572,0.0,1,0,-1,0,Low Value
PhD,Single,27238.0,1.0,1.0,2013-04-20,39.0,37.0,0.0,17.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,57.0,3.0,4638.0,4.060443010546419,0.0,1,0,-1,0,Low Value
Graduation,Together,47009.0,0.0,1.0,2013-10-01,89.0,171.0,45.0,73.0,59.0,10.0,90.0,4.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,448.0,2.0,4474.0,6.1070228877422545,0.0,1,1,-1,1,Low Value
2n Cycle,Married,46094.0,1.0,1.0,2014-06-10,62.0,12.0,2.0,20.0,3.0,2.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,44.0,3.0,4222.0,3.8066624897703196,0.0,1,0,-1,0,Low Value
Graduation,Married,40321.0,1.0,1.0,2013-07-29,59.0,44.0,4.0,21.0,6.0,0.0,27.0,2.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,102.0,3.0,4538.0,4.634728988229636,0.0,1,0,-1,0,Low Value
Graduation,Together,37235.0,1.0,0.0,2014-02-01,68.0,20.0,2.0,9.0,4.0,6.0,20.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,41.0,61.0,2.0,4351.0,4.127134385045092,0.0,1,0,-1,0,Low Value
Master,Married,81843.0,0.0,0.0,2013-04-22,13.0,779.0,86.0,537.0,34.0,69.0,138.0,1.0,5.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,1643.0,1.0,4636.0,7.404887575616125,0.0,0,1,-1,1,High Value
Master,Together,46692.0,0.0,1.0,2013-06-06,37.0,170.0,6.0,97.0,24.0,12.0,88.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,67.0,397.0,2.0,4591.0,5.986452005284438,0.0,1,1,-1,1,Low Value
Graduation,Together,77382.0,0.0,1.0,2014-01-07,36.0,491.0,48.0,231.0,112.0,105.0,134.0,2.0,5.0,7.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0,57.0,1121.0,2.0,4376.0,7.022868086082641,1.0,0,1,-1,1,High Value
Graduation,Single,37774.0,2.0,0.0,2012-09-03,28.0,173.0,8.0,107.0,7.0,2.0,176.0,4.0,7.0,2.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,1,48.0,473.0,3.0,4867.0,6.161207321695077,1.0,1,1,-1,1,Low Value
Basic,Married,18393.0,1.0,0.0,2014-03-29,2.0,7.0,10.0,13.0,16.0,0.0,4.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,51.0,50.0,2.0,4295.0,3.9318256327243257,0.0,1,0,-1,0,Low Value
Master,Married,72828.0,0.0,1.0,2013-02-14,17.0,1205.0,0.0,235.0,19.0,14.0,205.0,6.0,6.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,1678.0,2.0,4703.0,7.425953657077541,0.0,0,1,-1,1,High Value
Graduation,Married,24711.0,0.0,0.0,2014-04-18,86.0,10.0,7.0,25.0,6.0,3.0,7.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,58.0,1.0,4275.0,4.07753744390572,0.0,1,0,-1,0,Low Value
PhD,Married,45503.0,1.0,0.0,2013-09-25,54.0,97.0,4.0,44.0,6.0,1.0,18.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,170.0,2.0,4480.0,5.14166355650266,0.0,1,1,-1,0,Low Value
Master,Single,6560.0,0.0,0.0,2013-12-12,2.0,67.0,11.0,26.0,4.0,3.0,262.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,373.0,1.0,4402.0,5.924255797414532,0.0,1,0,-1,1,Low Value
PhD,Together,71604.0,0.0,0.0,2013-11-17,3.0,345.0,53.0,528.0,98.0,75.0,97.0,1.0,8.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,80.0,1196.0,1.0,4427.0,7.087573705557973,1.0,0,1,-1,1,High Value
Graduation,Married,27244.0,1.0,0.0,2014-03-07,84.0,6.0,5.0,17.0,3.0,24.0,46.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,46.0,101.0,2.0,4317.0,4.624972813284271,0.0,1,0,0,0,Low Value
Graduation,Married,48752.0,1.0,1.0,2012-12-12,8.0,73.0,57.0,100.0,71.0,15.0,0.0,5.0,6.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,56.0,316.0,3.0,4767.0,5.75890177387728,0.0,1,0,-1,0,Low Value
Graduation,Married,71434.0,0.0,1.0,2013-09-18,4.0,711.0,36.0,217.0,172.0,96.0,168.0,3.0,7.0,4.0,7.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,0,63.0,1400.0,2.0,4487.0,7.244941546337007,2.0,0,1,-1,1,High Value
Graduation,Single,90842.0,0.0,0.0,2013-07-29,57.0,774.0,70.0,118.0,182.0,187.0,93.0,1.0,4.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,77.0,1424.0,1.0,4538.0,7.261927092702751,0.0,0,1,-1,1,High Value
Master,Married,88097.0,1.0,0.0,2012-08-18,24.0,163.0,0.0,480.0,0.0,126.0,75.0,1.0,6.0,5.0,8.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,1,47.0,844.0,2.0,4883.0,6.739336627357174,3.0,0,1,-1,1,High Value
Graduation,Married,51948.0,0.0,1.0,2013-09-17,51.0,82.0,33.0,54.0,71.0,30.0,41.0,2.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,311.0,2.0,4488.0,5.7430031878094825,0.0,1,1,-1,0,Low Value
Graduation,Together,71853.0,0.0,0.0,2013-05-08,29.0,358.0,108.0,413.0,141.0,97.0,32.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,1149.0,1.0,4620.0,7.047517221357296,0.0,0,1,-1,1,High Value
Master,Married,35876.0,0.0,0.0,2014-04-20,13.0,66.0,2.0,40.0,4.0,3.0,14.0,1.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,42.0,129.0,1.0,4273.0,4.867534450455582,0.0,1,0,-1,0,Low Value
Graduation,Widow,40049.0,0.0,1.0,2013-10-16,23.0,13.0,6.0,7.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,73.0,32.0,2.0,4459.0,3.4965075614664802,0.0,1,0,-1,0,Low Value
Graduation,Single,39660.0,1.0,0.0,2012-08-08,36.0,139.0,13.0,78.0,20.0,13.0,36.0,3.0,7.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,43.0,299.0,2.0,4893.0,5.703782474656201,0.0,1,1,-1,0,Low Value
Graduation,Together,50127.0,0.0,1.0,2014-05-29,88.0,274.0,0.0,21.0,4.0,6.0,15.0,1.0,5.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,320.0,2.0,4234.0,5.771441123130016,1.0,1,1,-1,0,Low Value
Master,Married,43263.0,0.0,1.0,2012-11-21,2.0,262.0,6.0,61.0,0.0,10.0,102.0,3.0,5.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,441.0,2.0,4788.0,6.091309882077698,0.0,1,1,-1,0,Low Value
Master,Married,62845.0,1.0,1.0,2012-10-01,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,3.0,4.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,76.0,1178.0,3.0,4839.0,7.072421900537371,1.0,0,1,-1,1,High Value
Graduation,Married,18929.0,0.0,0.0,2013-02-16,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,35.0,85.0,1.0,4701.0,4.454347296253507,0.0,1,0,-1,0,Low Value
Basic,Single,24367.0,1.0,0.0,2013-03-20,58.0,2.0,4.0,2.0,0.0,11.0,5.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,24.0,2.0,4669.0,3.2188758248682006,0.0,1,0,-1,0,Low Value
Graduation,Single,33249.0,1.0,0.0,2013-02-20,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,112.0,2.0,4697.0,4.727387818712341,0.0,1,0,0,0,Low Value
2n Cycle,Married,26887.0,0.0,1.0,2013-02-10,27.0,6.0,7.0,4.0,3.0,4.0,6.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,66.0,30.0,2.0,4707.0,3.4339872044851463,0.0,1,0,-1,0,Low Value
PhD,Married,50150.0,0.0,0.0,2013-06-20,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,42.0,410.0,1.0,4577.0,6.018593214496234,0.0,0,0,-1,0,High Value
Graduation,Together,62061.0,0.0,1.0,2013-08-31,12.0,641.0,7.0,84.0,0.0,30.0,38.0,3.0,10.0,4.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,800.0,2.0,4505.0,6.68586094706836,1.0,0,1,-1,1,High Value
PhD,Divorced,85696.0,0.0,0.0,2013-05-03,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,63.0,1313.0,1.0,4625.0,7.1808311990445555,0.0,0,1,-1,1,High Value
PhD,Together,76542.0,0.0,0.0,2013-03-30,91.0,794.0,73.0,573.0,0.0,29.0,14.0,1.0,4.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,1483.0,1.0,4659.0,7.302496423727326,0.0,0,1,-1,1,High Value
Graduation,Single,70515.0,0.0,0.0,2013-10-21,12.0,420.0,0.0,452.0,182.0,64.0,140.0,1.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,32.0,1258.0,1.0,4454.0,7.138073034044347,0.0,0,1,-1,1,High Value
Graduation,Together,18227.0,1.0,0.0,2012-11-08,21.0,1.0,2.0,7.0,4.0,3.0,11.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,38.0,28.0,2.0,4801.0,3.367295829986474,0.0,1,0,1,0,Low Value
Graduation,Married,69139.0,0.0,1.0,2014-01-27,23.0,86.0,12.0,75.0,33.0,15.0,6.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,227.0,2.0,4356.0,5.429345628954441,0.0,1,1,-1,0,Low Value
Graduation,Married,69109.0,0.0,0.0,2012-11-09,10.0,823.0,25.0,459.0,124.0,29.0,95.0,1.0,6.0,6.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1,43.0,1555.0,1.0,4800.0,7.349873704738337,1.0,0,1,-1,1,High Value
Graduation,Single,69627.0,0.0,1.0,2013-03-17,35.0,231.0,161.0,215.0,171.0,30.0,53.0,2.0,8.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,861.0,2.0,4672.0,6.759255270663693,0.0,0,1,-1,1,High Value
Graduation,Married,38136.0,1.0,0.0,2013-04-22,69.0,8.0,15.0,27.0,0.0,20.0,33.0,2.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,103.0,2.0,4636.0,4.6443908991413725,1.0,1,0,0,0,Low Value
PhD,Single,62159.0,0.0,0.0,2014-04-28,68.0,182.0,17.0,259.0,77.0,70.0,29.0,1.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,79.0,634.0,1.0,4265.0,6.453624998892692,0.0,0,1,-1,1,High Value
Graduation,Single,80695.0,0.0,0.0,2013-12-29,85.0,557.0,129.0,984.0,193.0,37.0,18.0,1.0,5.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,1918.0,1.0,4385.0,7.5595594960077,0.0,0,1,-1,1,High Value
Master,Single,33316.0,1.0,1.0,2013-10-04,34.0,79.0,1.0,31.0,4.0,4.0,12.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,131.0,3.0,4471.0,4.882801922586371,0.0,1,0,-1,0,Low Value
Graduation,Together,58554.0,1.0,1.0,2012-09-26,55.0,368.0,24.0,68.0,38.0,0.0,88.0,6.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,57.0,586.0,3.0,4844.0,6.375024819828097,0.0,1,1,-1,1,Low Value
Basic,Married,17256.0,1.0,0.0,2013-11-23,10.0,6.0,4.0,14.0,8.0,8.0,22.0,2.0,2.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,33.0,62.0,2.0,4421.0,4.143134726391533,1.0,1,0,-1,0,Low Value
Graduation,Divorced,53034.0,1.0,1.0,2013-05-30,30.0,160.0,15.0,196.0,15.0,11.0,50.0,8.0,6.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,51.0,447.0,3.0,4598.0,6.104793232414985,0.0,1,1,-1,0,Low Value
2n Cycle,Together,52203.0,0.0,0.0,2012-07-31,36.0,488.0,21.0,238.0,56.0,108.0,28.0,1.0,8.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,75.0,939.0,1.0,4901.0,6.84587987526405,0.0,0,1,-1,1,High Value
2n Cycle,Divorced,59601.0,0.0,1.0,2013-07-25,14.0,691.0,7.0,69.0,0.0,7.0,23.0,4.0,2.0,2.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,797.0,2.0,4542.0,6.682108597449809,1.0,1,1,-1,1,Low Value
Master,Single,75154.0,0.0,1.0,2012-09-04,79.0,543.0,10.0,205.0,160.0,143.0,82.0,1.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,67.0,1143.0,2.0,4866.0,7.042286171939743,0.0,0,1,-1,1,High Value
Graduation,Single,47025.0,0.0,1.0,2013-11-07,52.0,254.0,7.0,108.0,20.0,0.0,26.0,3.0,6.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,415.0,2.0,4437.0,6.030685260261263,0.0,1,1,-1,0,Low Value
Graduation,Married,37971.0,1.0,0.0,2013-11-25,97.0,5.0,4.0,10.0,2.0,2.0,7.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,30.0,2.0,4419.0,3.4339872044851463,0.0,1,0,0,0,Low Value
Master,Divorced,41335.0,1.0,0.0,2013-12-26,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,57.0,187.0,2.0,4388.0,5.236441962829949,0.0,1,0,-1,0,Low Value
Graduation,Married,67267.0,0.0,1.0,2014-05-13,0.0,134.0,11.0,59.0,15.0,2.0,30.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,67.0,251.0,2.0,4250.0,5.529429087511423,0.0,1,1,-1,0,Low Value
Graduation,Single,57338.0,0.0,1.0,2014-04-29,96.0,143.0,6.0,52.0,11.0,8.0,17.0,2.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,237.0,2.0,4264.0,5.472270673671475,0.0,1,0,-1,0,Low Value
2n Cycle,Together,50523.0,1.0,1.0,2013-12-25,89.0,51.0,4.0,24.0,4.0,7.0,1.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,91.0,3.0,4389.0,4.5217885770490405,0.0,1,0,-1,0,Low Value
Master,Single,35791.0,2.0,1.0,2013-05-06,94.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,35.0,4.0,4622.0,3.58351893845611,0.0,1,0,-1,0,Low Value
PhD,Divorced,50611.0,0.0,1.0,2012-10-04,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,493.0,2.0,4836.0,6.202535517187923,1.0,0,1,-1,1,High Value
PhD,Married,56242.0,0.0,1.0,2013-03-03,72.0,689.0,8.0,167.0,11.0,8.0,88.0,5.0,8.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,971.0,2.0,4686.0,6.879355804460439,0.0,0,1,-1,1,High Value
Graduation,Single,48904.0,0.0,1.0,2012-12-02,1.0,283.0,10.0,38.0,0.0,13.0,27.0,4.0,7.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,371.0,2.0,4777.0,5.918893854273146,0.0,1,1,-1,0,Low Value
Graduation,Single,56243.0,1.0,2.0,2013-12-30,26.0,347.0,0.0,35.0,4.0,3.0,7.0,6.0,4.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,396.0,4.0,4384.0,5.983936280687191,0.0,1,1,-1,0,Low Value
